"","Season","Team_ID","pass_talent","rush_talent"
"129",2013,"ARI",1.79997824095776,-0.522721458820455
"130",2013,"ATL",4.21409046318266,-0.165220409091026
"131",2013,"BAL",1.65490348742033,-0.413460119075091
"132",2013,"BUF",0.0977935691154728,0.332614944689461
"133",2013,"CAR",0.681499345334022,1.45135473286825
"134",2013,"CHI",2.21450437502466,-0.131131227271354
"135",2013,"CIN",1.27423179527851,-0.102995578810585
"136",2013,"CLE",-0.031461004758198,-0.0993170359052594
"137",2013,"DAL",2.95810598910386,-0.599479517897603
"138",2013,"DEN",2.97995018359772,-0.236178250997733
"139",2013,"DET",3.55003792710783,-0.234456119573008
"140",2013,"GB",3.96650630124128,-0.482146632640842
"141",2013,"HOU",2.83909886183298,-0.166436837222902
"142",2013,"IND",1.19365793898884,0.0107379122757667
"143",2013,"JAC",0.575402569227934,-0.183565191601918
"144",2013,"KC",2.20531742995876,0.0631775289769637
"145",2013,"LAC",2.80291707380379,-0.952093867126633
"146",2013,"LAR",1.15482411693427,-0.915649353426806
"147",2013,"MIA",0.902527286015677,-0.317781622339272
"148",2013,"MIN",0.535296682541426,0.516274622347479
"149",2013,"NE",2.78668884374289,-0.348715390903621
"150",2013,"NO",2.92474777462371,-0.359308643130084
"151",2013,"NYG",1.37925096515792,-0.563805400351745
"152",2013,"NYJ",0.188793831452545,0.0832227411116278
"153",2013,"OAK",0.420972964527069,0.0470538814838032
"154",2013,"PHI",1.85542985665232,0.616375348297614
"155",2013,"PIT",2.64326265664756,-0.656638009401063
"156",2013,"SEA",0.920619675502566,0.521514652959462
"157",2013,"SF",0.927544220912027,0.0432061036804324
"158",2013,"TB",1.77122123985758,0.165199517427109
"159",2013,"TEN",1.00326326716576,0.0615587136082236
"160",2013,"WAS",1.2020431473109,0.459751243185985
"161",2014,"ARI",3.71296476535902,-0.617902500027155
"162",2014,"ATL",4.68226466754394,-0.342383653216931
"163",2014,"BAL",3.93170129461658,-0.28383028499988
"164",2014,"BUF",0.793735484149697,0.478015565157515
"165",2014,"CAR",0.443310191358864,0.0789247948360794
"166",2014,"CHI",2.39602560866441,-0.0198105538423596
"167",2014,"CIN",2.98486781169382,0.122681393738917
"168",2014,"CLE",0.602003534831906,-0.00350216240220383
"169",2014,"DAL",3.16718607107634,-0.440526749869071
"170",2014,"DEN",6.27780307789214,-0.522416408286505
"171",2014,"DET",4.77680260841036,-0.273047755950234
"172",2014,"GB",3.93164445509096,-0.123284220303076
"173",2014,"HOU",2.77792605824938,0.319072962858132
"174",2014,"IND",2.98783669597125,0.501754726524501
"175",2014,"JAC",2.47054400132908,-0.291093140782173
"176",2014,"KC",2.83162012210568,0.576587196846432
"177",2014,"LAC",4.82037316755765,-0.535015646944739
"178",2014,"LAR",0.16186665751619,0.0351394894745469
"179",2014,"MIA",4.92471424793273,-0.379944511950651
"180",2014,"MIN",1.24557697556149,0.364095767180277
"181",2014,"NE",4.92804794230318,-0.474941541439438
"182",2014,"NO",5.75767758182514,-0.262659850155362
"183",2014,"NYG",2.10185822702135,-0.477112827332627
"184",2014,"NYJ",2.13878503390783,0.564647885029107
